,SID,PID,LotFrontage,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,Exterior1,BsmtFinSF1,BsmtFinSF2,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSqftCalc,TotalBathCalc,CornerLotInd,FireplaceInd1,FireplaceInd2,FireplaceAdder1,FireplaceAdder2,CentralAirInd,BrickInd,VinylSidingInd,PoolInd,WoodDeckInd,PorchInd,QualityIndex,I2006,I2007,I2008,I2009,I2010,u,train
895,2164,907414070,65,8769,FR2,CollgCr,1Story,7,5,2005,2005,VinylSd,709,0,Y,1190,1,0,2,0,2,5,0,2,578,100,41,0,0,0,0,10,2007,Normal,173500,1899,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.9481973887886852,0.0
896,2166,907420060,64,8333,Inside,CollgCr,2Story,7,5,2006,2006,VinylSd,0,0,Y,1491,0,0,2,1,3,7,1,2,484,100,30,0,0,0,0,5,2007,Normal,168675,1491,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.4733377327211201,1.0
897,2167,907420110,64,9045,Inside,CollgCr,2Story,5,5,2005,2005,VinylSd,0,0,Y,1536,0,0,2,1,3,6,0,2,400,0,40,0,0,0,0,6,2007,Normal,167000,1536,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0,1.0,0.0,0.0,0.0,0.5348984359297901,1.0
898,2168,908102100,70,9170,Corner,Edwards,1Story,5,7,1965,1965,MetalSd,698,96,Y,1214,1,0,1,0,2,6,0,2,461,0,0,184,0,0,0,4,2007,Normal,140000,2008,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.7118375012651086,0.0
899,2170,908103090,67,8308,Inside,Edwards,1Story,4,6,1963,1963,VinylSd,132,841,Y,1088,0,0,1,0,2,4,0,2,520,0,0,0,0,0,0,6,2007,Normal,110000,2061,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0,1.0,0.0,0.0,0.0,0.35426197573542595,1.0
900,2171,908127040,73,10921,Inside,Edwards,1Story,4,5,1965,1965,HdBoard,520,0,Y,960,1,0,1,0,3,6,0,1,432,120,0,0,0,0,0,5,2007,Normal,94750,1480,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.9801959008909762,0.0
901,2173,908127070,80,8240,Inside,Edwards,1Story,6,6,1960,1960,HdBoard,0,0,Y,1179,0,0,1,0,2,5,0,2,622,0,0,0,0,0,0,6,2007,Normal,110000,1179,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0,1.0,0.0,0.0,0.0,0.17489634826779366,1.0
902,2175,908152060,65,6285,Inside,Edwards,SLvl,6,6,1976,1976,HdBoard,504,0,Y,1044,1,0,1,0,3,7,1,2,528,228,0,0,0,0,0,4,2007,Normal,133500,1548,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,1.0,0.0,0.0,0.0,0.34942343342117965,1.0
903,2179,908152280,60,7024,Inside,Edwards,1Story,5,5,2005,2006,VinylSd,980,0,Y,1090,1,0,1,1,2,5,0,2,450,0,49,0,0,0,0,6,2007,Normal,157000,2070,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0,1.0,0.0,0.0,0.0,0.1674117031507194,1.0
904,2180,908152290,60,7023,Inside,Edwards,2Story,5,5,2005,2006,VinylSd,611,0,Y,1408,1,0,2,1,3,6,0,2,489,0,85,0,0,0,0,5,2007,Normal,171500,2019,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0,1.0,0.0,0.0,0.0,0.1689126375131309,1.0
905,2184,908204090,64,6400,Inside,Edwards,1Story,5,7,1959,2000,WdShing,77,831,Y,960,1,0,1,0,2,4,0,1,392,144,0,35,0,0,0,12,2007,Normal,131750,1868,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.05728987534530461,1.0
906,2186,908225240,75,10215,Inside,Edwards,1Story,4,5,1954,1954,Wd Sdng,492,0,Y,948,0,0,1,0,3,5,0,1,248,0,0,0,0,0,0,2,2007,Normal,111000,1440,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.8946890966035426,0.0
907,2194,908276230,60,8190,Inside,Edwards,1Story,4,6,1954,1954,Wd Sdng,732,0,Y,948,1,0,1,0,3,5,1,1,280,0,36,0,0,0,0,10,2007,Normal,119000,1680,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0,1.0,0.0,0.0,0.0,0.5945606215391308,1.0
908,2221,909425140,110,14442,Inside,Crawfor,1Story,6,7,1957,2004,CemntBd,1186,0,Y,1839,1,0,2,0,3,7,2,2,416,0,87,0,0,200,0,6,2007,Normal,257500,3025,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,42,0.0,1.0,0.0,0.0,0.0,0.8530097042676061,0.0
909,2231,909475230,70,18044,CulDSac,Crawfor,1Story,8,5,1986,1986,WdShing,0,0,Y,2726,0,0,2,1,2,6,1,2,691,216,64,169,0,0,228,8,2007,Normal,315000,2726,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.4715478802099824,1.0
910,2241,910205130,75,13710,Inside,IDOTRR,1.5Fin,5,5,1950,1950,Wd Sdng,420,0,Y,1558,0,0,1,1,4,6,0,1,282,289,0,0,0,0,0,6,2007,Normal,152000,1978,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,1.0,0.0,0.0,0.0,0.08456581295467913,1.0
911,2250,914452190,71,9187,Corner,Mitchel,1Story,6,5,1983,1983,VinylSd,336,0,Y,1080,0,0,1,1,3,5,0,2,484,120,0,158,0,0,0,6,2007,Normal,134000,1416,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.9445812571793795,0.0
912,2251,914460020,80,10000,Inside,Mitchel,1Story,5,5,2002,2002,VinylSd,585,0,Y,1392,0,0,2,0,3,6,1,3,650,168,49,0,0,0,0,12,2007,Normal,215000,1977,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,25,0.0,1.0,0.0,0.0,0.0,0.9379843007773161,0.0
913,2252,914460110,44,12864,CulDSac,Mitchel,1Story,7,5,2002,2002,VinylSd,1392,0,Y,1409,1,0,1,1,1,4,1,2,576,0,144,0,0,145,0,7,2007,Normal,245000,2801,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.24132277630269527,1.0
914,2255,914478100,82,8410,Corner,Mitchel,SFoyer,6,6,1974,1974,Plywood,924,0,Y,1026,1,0,1,0,2,5,1,2,528,193,0,0,0,0,0,4,2007,Normal,143000,1950,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,0.0,1.0,0.0,0.0,0.0,0.7772106493357569,0.0
915,2258,916326040,115,16905,Inside,Timber,1Story,5,6,1959,1959,VinylSd,967,0,Y,1328,0,1,1,1,2,5,2,1,308,0,104,0,0,0,0,7,2007,Normal,170000,2295,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.9324123829137534,0.0
916,2259,916326090,149,19958,Inside,Timber,1Story,6,8,1958,1995,HdBoard,0,0,Y,2279,0,0,2,1,4,7,1,2,461,274,0,0,0,138,0,7,2007,Normal,257000,2279,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,48,0.0,1.0,0.0,0.0,0.0,0.23635688959620893,1.0
917,2262,916384080,64,9037,Inside,Timber,1Story,8,5,2006,2006,VinylSd,428,0,Y,1484,0,0,2,0,2,6,1,2,472,120,33,0,0,0,0,12,2007,Normal,265900,1912,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.15336111094802618,1.0
918,2265,916403040,42,10331,CulDSac,Timber,1Story,7,7,1985,1985,Plywood,215,80,Y,1240,0,1,2,0,3,6,0,2,528,232,0,0,0,0,0,7,2007,Normal,174000,1535,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,49,0.0,1.0,0.0,0.0,0.0,0.8019902319647372,0.0
919,2266,916403290,44,13758,CulDSac,Timber,1.5Fin,7,5,1990,1991,HdBoard,902,0,Y,1717,0,0,2,1,3,7,1,2,400,168,36,0,0,0,0,4,2007,Normal,187500,2619,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.1933653720188886,1.0
920,2269,916455110,73,9590,Corner,Timber,SLvl,7,5,2003,2003,VinylSd,786,0,Y,1146,1,0,2,0,3,6,1,2,438,160,22,0,0,0,0,5,2007,Normal,187500,1932,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.6472855522297323,1.0
921,2270,916455150,80,11305,Inside,Timber,1Story,8,5,2002,2002,VinylSd,1329,0,Y,1922,1,0,2,0,2,6,1,3,692,201,64,0,0,0,0,4,2007,Normal,282000,3251,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.9308948938269168,0.0
922,2272,916475020,85,14536,Inside,Timber,1Story,8,5,2002,2003,VinylSd,1300,0,Y,1629,1,0,2,0,3,9,1,3,808,0,252,0,0,0,0,11,2007,Normal,270000,2929,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.9615710685029626,0.0
923,2277,921205070,88,12665,Inside,Timber,2Story,8,5,2005,2006,VinylSd,0,0,Y,2482,0,0,2,1,4,9,1,3,642,144,39,0,0,0,0,2,2007,Normal,281213,2482,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,0.0,1.0,0.0,0.0,0.0,0.18761331448331475,1.0
924,2281,923204050,94,25286,Inside,Mitchel,1Story,4,5,1963,1963,HdBoard,633,0,Y,1040,1,0,1,0,3,5,0,2,648,0,0,0,0,0,0,1,2007,Normal,132250,1673,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,1.0,0.0,0.0,0.0,0.2991862250491977,1.0
925,2293,923229040,72,9129,Inside,Mitchel,SFoyer,5,5,1977,1977,Plywood,923,0,Y,1008,1,0,1,0,1,4,1,2,678,201,66,0,0,0,0,7,2007,Normal,153500,1931,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,0.0,1.0,0.0,0.0,0.0,0.8040471652057022,0.0
926,2295,923229140,61,33983,Inside,Mitchel,1Story,5,6,1977,1994,Plywood,1112,0,Y,1676,1,0,1,1,3,6,2,2,672,690,90,0,0,0,0,5,2007,Normal,196000,2788,2.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.451446971623227,1.0
927,2296,923230010,68,8286,Corner,Mitchel,2Story,5,7,1977,1977,Plywood,531,0,Y,1432,1,0,1,1,3,6,1,2,531,0,136,0,0,240,0,6,2007,Normal,157000,1963,2.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.5640909620560706,1.0
928,2300,923252080,69,7599,Corner,Mitchel,1Story,4,6,1982,2006,HdBoard,565,0,Y,845,1,0,1,0,2,4,0,2,360,0,0,0,0,0,0,6,2007,Normal,129500,1410,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24,0.0,1.0,0.0,0.0,0.0,0.6433330839499831,1.0
929,2302,923275200,76,8314,Corner,Mitchel,1Story,5,7,1982,1982,HdBoard,546,0,Y,816,0,0,1,0,2,5,0,1,264,168,0,0,0,0,0,6,2007,Normal,124500,1362,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.17605699156410992,1.0
930,2303,923276180,65,11625,Inside,Mitchel,1Story,5,7,1983,1983,HdBoard,596,0,Y,816,1,0,1,0,2,4,0,1,264,330,0,0,0,0,0,5,2007,Normal,139000,1412,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,0.0,1.0,0.0,0.0,0.0,0.455867174314335,1.0
931,2305,923425030,62,10447,Inside,Mitchel,1Story,5,6,1984,1984,Plywood,516,0,Y,887,0,1,1,0,3,5,0,1,288,140,0,0,0,0,0,12,2007,Normal,124500,1403,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,0.0,1.0,0.0,0.0,0.0,0.45554807456210256,1.0
932,2307,526302040,85,10533,Inside,NAmes,1Story,6,6,1956,1956,VinylSd,773,0,Y,1024,1,0,1,0,2,5,2,1,313,0,0,0,0,280,0,8,2006,Normal,157500,1797,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.5941016799770296,1.0
933,2310,526354020,90,11727,Corner,NAmes,1Story,7,6,1969,1969,HdBoard,0,0,Y,1851,0,0,2,0,3,8,1,2,506,0,146,0,0,0,0,3,2006,Normal,192100,1851,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.6852304982021451,1.0
934,2311,527105060,60,8238,Inside,Gilbert,2Story,6,5,1997,1998,VinylSd,700,0,Y,1525,1,0,2,1,3,6,1,2,400,421,72,0,0,0,0,5,2006,Normal,183500,2225,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.29536699689924717,1.0
935,2315,527107120,54,9783,Inside,Gilbert,2Story,6,5,1996,1996,HdBoard,0,0,Y,1776,0,0,2,1,3,7,1,2,443,286,116,0,0,0,0,5,2006,Normal,202000,1776,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.29368937644176185,1.0
936,2316,527107240,70,11207,FR2,Gilbert,2Story,6,5,1997,1997,VinylSd,714,0,Y,1511,1,0,2,1,3,8,1,2,413,95,75,0,0,0,0,6,2006,Normal,185000,2225,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.9974866672419012,0.0
937,2319,527108030,50,13128,CulDSac,Gilbert,2Story,8,5,2005,2005,VinylSd,0,0,Y,2064,0,0,2,1,4,7,1,2,527,0,119,0,0,0,0,1,2006,Normal,250000,2064,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.30035074264742434,1.0
938,2320,527108040,72,10463,CulDSac,Gilbert,2Story,8,5,2005,2005,VinylSd,0,0,Y,1801,0,0,2,1,3,8,1,3,800,0,116,0,0,0,0,6,2006,Normal,239900,1801,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.4575197228696197,1.0
939,2323,527146135,68,13108,Inside,StoneBr,2Story,8,5,1994,1994,CemntBd,0,0,Y,2687,0,0,2,1,4,9,0,2,618,168,12,0,0,0,0,12,2006,Normal,270000,2687,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.8481525697279721,0.0
940,2326,527166030,63,9084,Inside,Gilbert,2Story,7,5,1998,1998,VinylSd,0,0,Y,1632,0,0,2,1,3,8,1,2,462,0,28,0,0,0,0,6,2006,Normal,176500,1632,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.43491829140111804,1.0
941,2342,527256120,90,18261,Inside,StoneBr,1Story,9,5,2005,2005,VinylSd,1416,0,Y,2000,1,0,2,1,3,8,2,3,722,351,102,0,0,123,0,9,2006,Normal,470000,3416,3.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.7465238114818931,0.0
942,2343,527301010,91,14145,Corner,NWAmes,1Story,7,7,1984,1998,Wd Sdng,213,0,Y,1621,1,0,2,0,3,8,0,2,440,108,45,0,0,0,0,5,2006,Normal,202500,1834,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,49,1.0,0.0,0.0,0.0,0.0,0.08337493473663926,1.0
943,2348,527354040,80,10400,Inside,NWAmes,1Story,7,5,1988,1988,Wd Sdng,929,0,Y,1872,0,1,2,0,3,6,1,2,604,197,39,0,0,0,0,6,2006,Normal,241500,2801,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.7169797320384532,0.0
944,2349,527355060,81,10530,Inside,NWAmes,2Story,7,5,1978,1978,Plywood,0,0,Y,1857,0,0,2,1,4,8,1,2,482,400,105,0,0,0,0,7,2006,Normal,188900,1857,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.8663940464612097,0.0
945,2350,527355280,79,10240,Inside,NWAmes,1Story,6,6,1980,1980,Plywood,625,1061,Y,1686,1,0,2,0,3,7,1,2,612,384,131,0,0,0,0,5,2006,Normal,207500,3372,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.438797410344705,1.0
946,2351,527356020,80,16692,Inside,NWAmes,2Story,7,5,1978,1978,Plywood,790,469,Y,2784,1,0,3,1,5,12,2,2,564,0,112,0,0,440,519,7,2006,Normal,250000,4043,4.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.38355286815203726,1.0
947,2352,527356060,85,11475,Inside,NWAmes,2Story,6,6,1975,1975,VinylSd,550,0,Y,1552,1,0,2,1,3,6,1,2,434,209,208,0,0,0,0,2,2006,Normal,179900,2102,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.9173564217053354,0.0
948,2355,527375160,81,10530,Inside,NWAmes,SLvl,6,6,1975,2000,Plywood,548,0,Y,1875,0,0,3,0,3,8,1,2,485,48,28,0,0,0,0,6,2006,Normal,184500,2423,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.7198171829804778,0.0
949,2356,527376090,78,10140,Inside,NWAmes,1Story,5,6,1975,1975,HdBoard,788,0,Y,1074,1,0,1,1,3,6,0,2,495,0,88,0,0,0,0,7,2006,Normal,153500,1862,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30,1.0,0.0,0.0,0.0,0.0,0.9837139551527798,0.0
950,2357,527376110,78,10140,Inside,NWAmes,2Story,7,5,1976,1976,HdBoard,194,0,Y,1664,0,0,2,1,4,8,1,2,528,0,28,0,0,259,0,3,2006,Normal,162900,1858,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.02300845249556005,1.0
951,2358,527377030,78,10140,Inside,NWAmes,1Story,6,6,1974,1999,HdBoard,663,377,Y,1309,1,0,1,1,3,5,1,2,484,265,0,0,0,0,648,1,2006,Normal,181000,2349,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.621948869433254,1.0
952,2359,527378010,80,10000,Inside,NWAmes,1Story,6,6,1974,1974,HdBoard,755,0,Y,1103,0,0,2,0,3,6,0,2,462,295,84,0,0,0,0,6,2006,Normal,155000,1858,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.76276850188151,0.0
953,2363,527404180,60,7200,Inside,NAmes,1Story,4,4,1971,1971,HdBoard,20,620,Y,874,0,1,1,0,3,5,0,2,576,63,0,0,0,0,0,3,2006,Normal,97500,1514,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.8906450588256121,0.0
954,2375,527452290,65,7514,Inside,NAmes,1Story,5,7,1967,1975,MetalSd,373,108,Y,1387,1,0,1,0,3,6,1,1,300,0,0,240,0,0,0,9,2006,Normal,145000,1868,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.6152867672499269,1.0
955,2376,527452310,68,7838,Inside,NAmes,SFoyer,5,5,1967,1967,HdBoard,769,0,Y,900,1,0,1,0,3,6,1,1,288,175,144,0,0,0,0,12,2006,Normal,123000,1669,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.9019385816063732,0.0
956,2379,528102010,129,16737,FR3,NridgHt,1Story,9,5,2004,2005,VinylSd,1447,0,Y,1980,1,0,2,0,3,8,1,3,770,194,45,0,0,0,0,9,2006,Normal,315000,3427,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.7210347442887723,0.0
957,2382,528106120,110,16163,Corner,NridgHt,1Story,8,5,2004,2004,VinylSd,0,0,Y,1618,0,0,2,0,2,6,1,3,880,0,0,0,0,0,0,7,2006,Normal,252000,1618,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.8424511470366269,0.0
958,2385,528114010,120,14780,Corner,NridgHt,1Story,9,5,2005,2005,VinylSd,1505,0,Y,1868,1,0,2,0,2,7,1,3,1085,354,56,0,0,156,0,6,2006,Normal,415000,3373,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.711284291697666,0.0
959,2386,528116030,98,16033,FR2,NridgHt,1Story,9,5,2004,2005,VinylSd,1261,0,Y,1850,1,0,2,0,3,8,1,3,772,519,112,0,0,0,0,3,2006,Normal,326000,3111,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.13671955466270447,1.0
960,2388,528118020,108,13418,Inside,NridgHt,2Story,8,5,2004,2005,VinylSd,0,0,Y,2452,0,0,3,1,4,9,1,3,691,113,32,0,0,0,0,9,2006,Normal,309000,2452,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.33688850374892354,1.0
961,2390,528120110,80,10240,Inside,NridgHt,2Story,8,5,2005,2005,VinylSd,0,0,Y,2098,0,0,2,1,3,8,1,3,878,192,52,0,0,0,0,3,2006,Normal,275500,2098,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.7625429769977927,0.0
962,2396,528142110,90,12378,Inside,NridgHt,1Story,9,5,2003,2004,VinylSd,1274,0,Y,1944,1,0,2,0,3,8,3,3,708,208,175,0,0,0,0,11,2006,Normal,360000,3218,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.8221657800022513,0.0
963,2399,528150090,131,14828,Corner,NridgHt,1Story,9,5,2004,2005,MetalSd,1383,0,Y,1780,1,0,2,0,2,7,1,3,816,144,68,0,0,0,0,8,2006,Normal,378000,3163,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.5269214881118387,1.0
964,2400,528164040,72,11846,Inside,NridgHt,1Story,9,5,2003,2004,VinylSd,1567,0,Y,1792,1,0,2,0,2,6,1,3,874,206,49,0,0,0,0,8,2006,Normal,374000,3359,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.790234245127067,0.0
965,2402,528172020,74,10927,Inside,NridgHt,2Story,8,5,2005,2005,VinylSd,546,0,Y,1904,1,0,2,1,3,8,1,2,736,179,60,0,0,0,0,6,2006,Normal,275000,2450,3.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.22492489428259432,1.0
966,2431,528231050,60,21930,Inside,Gilbert,2Story,5,5,2005,2005,VinylSd,0,0,Y,1838,0,0,2,1,4,7,1,2,372,100,40,0,0,0,0,7,2006,Normal,192140,1838,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.8378456628415734,0.0
967,2433,528235130,74,9056,Inside,Gilbert,2Story,8,5,2004,2004,VinylSd,0,0,Y,1414,0,0,2,1,3,6,1,2,403,100,35,0,0,0,0,10,2006,Normal,178000,1414,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,0.23700663610361516,1.0
968,2434,528235190,59,9171,Inside,Gilbert,2Story,7,5,2004,2005,VinylSd,0,0,Y,1598,0,0,2,1,3,7,1,2,433,100,48,0,0,0,0,7,2006,Normal,201490,1598,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.6722309668548405,1.0
